Year,Round,GrandPrix,Country,Driver,Team,GridPosition,Position,Points,Status,MeanLapTime,StdLapTime,PitStops,FirstCompound,StintCount,AirTemp,Rainfall,Humidity,WindSpeed,TrackTemp
2018,19,Mexican Grand Prix,Mexico,VAN,McLaren,15,8,4,+2 Laps,86.39369565,6.151434568,1,ULTRASOFT,2,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,19,Mexican Grand Prix,Mexico,ERI,Sauber,10,9,2,+2 Laps,86.5492029,6.107502625,1,HYPERSOFT,2,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,19,Mexican Grand Prix,Mexico,GAS,Toro Rosso,20,10,1,+2 Laps,86.5664058,6.317068359,2,HYPERSOFT,3,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,19,Mexican Grand Prix,Mexico,OCO,Racing Point,11,11,0,+2 Laps,86.6322029,6.565988655,2,SUPERSOFT,3,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,19,Mexican Grand Prix,Mexico,STR,Williams,17,12,0,+2 Laps,86.67856522,6.085371905,2,ULTRASOFT,3,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,19,Mexican Grand Prix,Mexico,SIR,Williams,19,13,0,+2 Laps,86.69046377,5.842273554,1,ULTRASOFT,2,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,19,Mexican Grand Prix,Mexico,HAR,Toro Rosso,14,14,0,+2 Laps,86.65791304,5.978967088,2,SUPERSOFT,3,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,19,Mexican Grand Prix,Mexico,MAG,Haas F1 Team,16,15,0,+2 Laps,86.83656522,5.980678201,1,SUPERSOFT,2,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,19,Mexican Grand Prix,Mexico,GRO,Haas F1 Team,18,16,0,+3 Laps,86.92738235,6.818373361,2,SUPERSOFT,3,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,19,Mexican Grand Prix,Mexico,RIC,Red Bull Racing,1,17,0,Engine,83.16047541,5.711607972,1,ULTRASOFT,2,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,19,Mexican Grand Prix,Mexico,PER,Racing Point,13,18,0,Brakes,87.60718421,8.315354621,2,SUPERSOFT,2,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,19,Mexican Grand Prix,Mexico,SAI,Renault,8,19,0,Suspension,85.68710714,4.741917188,1,HYPERSOFT,2,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,19,Mexican Grand Prix,Mexico,ALO,McLaren,12,20,0,Engine,87.98533333,5.843428988,0,ULTRASOFT,1,20.12318841,0,50.70942029,1.55942029,34.47028986
2018,20,Brazilian Grand Prix,Brazil,HAM,Mercedes,1,1,25,Finished,73.6488169,2.182898462,1,SUPERSOFT,2,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,VER,Red Bull Racing,5,2,18,Finished,73.66950704,2.655142444,1,SUPERSOFT,2,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,RAI,Ferrari,4,3,15,Finished,73.71591549,2.375295282,1,SOFT,2,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,RIC,Red Bull Racing,11,4,12,Finished,73.72195775,2.635459903,1,SUPERSOFT,2,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,BOT,Mercedes,3,5,10,Finished,73.97195775,3.065390017,2,SUPERSOFT,3,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,VET,Ferrari,2,6,8,Finished,74.02905634,3.089105936,2,SOFT,3,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,LEC,Sauber,7,7,6,Finished,74.27133803,2.518320262,1,SUPERSOFT,2,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,GRO,Haas F1 Team,8,8,4,Finished,74.3703662,2.417831432,1,SUPERSOFT,2,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,MAG,Haas F1 Team,10,9,2,Finished,74.39328169,2.544933348,1,SOFT,2,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,PER,Racing Point,12,10,1,+1 Lap,74.82694286,2.63457722,1,SUPERSOFT,2,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,HAR,Toro Rosso,16,11,0,+1 Lap,75.54991429,2.581389603,1,MEDIUM,2,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,SAI,Renault,15,12,0,+1 Lap,75.56221429,3.282883466,2,SOFT,3,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,GAS,Toro Rosso,9,13,0,+1 Lap,75.6114,2.492112697,1,SUPERSOFT,2,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,VAN,McLaren,20,14,0,+1 Lap,75.63331429,2.724856383,1,SOFT,2,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,OCO,Racing Point,18,15,0,+1 Lap,75.65215714,4.687888668,2,SOFT,3,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,SIR,Williams,14,16,0,+2 Laps,76.02869565,2.721272963,1,SOFT,2,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,ALO,McLaren,17,17,0,+2 Laps,75.97769565,4.072711202,2,SOFT,3,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,STR,Williams,19,18,0,+2 Laps,76.2924058,3.52323222,2,SOFT,3,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,HUL,Renault,13,19,0,Overheating,76.02306452,2.550241713,1,SOFT,1,23.7696,0,75.4128,2.1872,40.0688
2018,20,Brazilian Grand Prix,Brazil,ERI,Sauber,6,20,0,Collision,79.12835,6.685403371,2,SUPERSOFT,2,23.7696,0,75.4128,2.1872,40.0688
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,HAM,Mercedes,1,1,25,Finished,105.6114615,8.09908703,1,ULTRASOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,VET,Ferrari,3,2,18,Finished,105.7991346,8.409410331,1,ULTRASOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,VER,Red Bull Racing,6,3,15,Finished,106.1014423,8.983347272,1,HYPERSOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,RIC,Red Bull Racing,5,4,12,Finished,106.1032308,8.58237885,1,ULTRASOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,BOT,Mercedes,2,5,10,Finished,106.6697308,8.334256933,2,ULTRASOFT,3,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,SAI,Renault,11,6,8,Finished,107.2766154,9.245511539,1,ULTRASOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,LEC,Sauber,8,7,6,Finished,107.5365,8.825559562,1,HYPERSOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,PER,Racing Point,14,8,4,Finished,107.6225192,8.957206058,1,ULTRASOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,GRO,Haas F1 Team,7,9,2,+1 Lap,108.3547451,8.975111337,1,HYPERSOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,MAG,Haas F1 Team,13,10,1,+1 Lap,108.5705686,9.851232553,1,SUPERSOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,ALO,McLaren,15,11,0,+1 Lap,108.5823529,9.562333407,1,ULTRASOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,HAR,Toro Rosso,16,12,0,+1 Lap,109.0530196,9.910570546,1,ULTRASOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,STR,Williams,20,13,0,+1 Lap,109.0485686,9.60625789,1,SUPERSOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,VAN,McLaren,18,14,0,+1 Lap,109.1098235,10.0828219,1,SUPERSOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,SIR,Williams,19,15,0,+1 Lap,109.4301961,10.16727974,1,SUPERSOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,GAS,Toro Rosso,17,16,0,Engine,109.2375116,10.09264495,1,SUPERSOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,OCO,Racing Point,9,17,0,Engine,108.9733415,9.353824278,2,HYPERSOFT,2,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,ERI,Sauber,12,18,0,Power loss,112.067381,12.88217935,0,SUPERSOFT,1,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,RAI,Ferrari,4,19,0,Power loss,121.7676667,20.52167051,1,ULTRASOFT,1,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2018,21,Abu Dhabi Grand Prix,United Arab Emirates,HUL,Renault,10,20,0,Collision,,,0,HYPERSOFT,1,31.27372263,0.04379562,45.4379562,2.16350365,33.31824818
2019,1,Australian Grand Prix,Australia,BOT,Mercedes,2,1,26,Finished,88.40215517,2.703800651,1,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,HAM,Mercedes,1,2,18,Finished,88.76225862,2.767058864,1,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,VER,Red Bull Racing,4,3,15,Finished,88.79043103,2.778197068,1,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,VET,Ferrari,3,4,12,Finished,89.3867931,2.604188858,1,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,LEC,Ferrari,5,5,10,Finished,89.40612069,2.952734885,1,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,MAG,Haas F1 Team,7,6,8,Finished,89.90484483,2.98657096,1,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,HUL,Renault,11,7,6,+1 Lap,90.0442807,2.925330896,1,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,RAI,Alfa Romeo Racing,9,8,4,+1 Lap,90.06507018,3.216051038,1,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,STR,Racing Point,16,9,2,+1 Lap,90.07826316,3.186021576,1,MEDIUM,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,KVY,Toro Rosso,15,10,1,+1 Lap,90.09052632,3.402611461,1,MEDIUM,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,GAS,Red Bull Racing,17,11,0,+1 Lap,90.09640351,3.365859542,1,MEDIUM,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,NOR,McLaren,8,12,0,+1 Lap,90.79401754,2.997110165,1,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,PER,Racing Point,10,13,0,+1 Lap,90.80331579,3.272685077,1,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,ALB,Toro Rosso,13,14,0,+1 Lap,90.81573684,3.056333486,1,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,GIO,Alfa Romeo Racing,14,15,0,+1 Lap,91.1905614,4.099392995,1,MEDIUM,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,RUS,Williams,19,16,0,+2 Laps,92.44651786,4.270692245,2,MEDIUM,3,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,KUB,Williams,20,17,0,+3 Laps,94.16747273,8.240641533,3,HARD,4,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,GRO,Haas F1 Team,6,18,0,Wheel,91.72075862,5.160620683,1,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,RIC,Renault,12,19,0,Damage,92.83292857,10.96535228,2,SOFT,2,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,1,Australian Grand Prix,Australia,SAI,McLaren,18,20,0,Engine,92.77033333,3.934979098,0,SOFT,1,23.47786885,0,70.45327869,1.166393443,41.31311475
2019,2,Bahrain Grand Prix,Bahrain,HAM,Mercedes,3,1,25,Finished,98.37644643,7.148565644,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,BOT,Mercedes,4,2,18,Finished,99.37324561,8.174266549,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,LEC,Ferrari,1,3,16,Finished,99.42852632,8.00915031,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,VER,Red Bull Racing,5,4,12,Finished,99.43338596,7.868176542,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,VET,Ferrari,2,5,10,Finished,99.95373684,9.194397684,3,SOFT,4,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,NOR,McLaren,9,6,8,Finished,100.1236667,7.796244747,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,RAI,Alfa Romeo Racing,8,7,6,Finished,100.1537719,8.043318159,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,GAS,Red Bull Racing,13,8,4,Finished,100.3401579,8.462059615,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,ALB,Toro Rosso,12,9,2,Finished,100.4209123,7.000736204,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,PER,Racing Point,14,10,1,Finished,100.4384386,6.917715935,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,GIO,Alfa Romeo Racing,16,11,0,Finished,100.4542807,6.864713301,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,KVY,Toro Rosso,15,12,0,+1 Lap,101.1232321,9.831661313,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,MAG,Haas F1 Team,6,13,0,+1 Lap,101.1400357,8.094033731,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,STR,Racing Point,18,14,0,+1 Lap,101.4554286,9.062357939,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,RUS,Williams,19,15,0,+1 Lap,102.1609821,7.717660888,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,KUB,Williams,20,16,0,+2 Laps,102.9466,8.933327769,2,MEDIUM,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,HUL,Renault,17,17,0,Engine,98.56426415,4.210395364,2,SOFT,3,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,RIC,Renault,10,18,0,Out of fuel,98.80154717,3.22461156,1,SOFT,2,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,SAI,McLaren,7,19,0,Collision damage,100.3045283,8.339660574,4,SOFT,4,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,2,Bahrain Grand Prix,Bahrain,GRO,Haas F1 Team,11,20,0,Retired,103.047625,11.87094621,2,SOFT,2,26.21085271,0,53.37209302,2.710852713,28.61085271
2019,3,Chinese Grand Prix,China,HAM,Mercedes,2,1,25,Finished,98.68482143,4.106001435,2,MEDIUM,3,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,BOT,Mercedes,1,2,18,Finished,98.80182143,4.096875657,2,MEDIUM,3,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,VET,Ferrari,3,3,15,Finished,98.93025,4.244354249,2,MEDIUM,3,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,VER,Red Bull Racing,5,4,12,Finished,99.17816071,4.275600465,2,MEDIUM,3,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,LEC,Ferrari,4,5,10,Finished,99.24332143,4.426519068,2,MEDIUM,3,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,GAS,Red Bull Racing,6,6,9,Finished,100.2795893,4.885651228,3,SOFT,4,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,RIC,Renault,7,7,6,+1 Lap,100.7162727,3.60529565,1,SOFT,2,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,PER,Racing Point,12,8,4,+1 Lap,100.7524182,3.741453677,1,MEDIUM,2,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,RAI,Alfa Romeo Racing,13,9,2,+1 Lap,100.8738909,4.068860017,1,MEDIUM,2,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,ALB,Toro Rosso,0,10,1,+1 Lap,101.1028182,4.589974405,1,SOFT,2,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,GRO,Haas F1 Team,10,11,0,+1 Lap,101.1213636,4.6345961,2,SOFT,3,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,STR,Racing Point,16,12,0,+1 Lap,101.2417273,4.747655369,2,MEDIUM,3,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,MAG,Haas F1 Team,9,13,0,+1 Lap,101.2577273,4.620074973,2,SOFT,3,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,SAI,McLaren,14,14,0,+1 Lap,101.4381636,7.460551513,2,MEDIUM,3,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,GIO,Alfa Romeo Racing,19,15,0,+1 Lap,101.4932727,5.267407636,2,SOFT,3,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,RUS,Williams,17,16,0,+2 Laps,102.7936111,4.740338601,2,MEDIUM,3,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,KUB,Williams,18,17,0,+2 Laps,103.0910926,5.213587174,1,MEDIUM,2,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,NOR,McLaren,15,18,0,Collision,103.0186,9.87239145,4,MEDIUM,4,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,KVY,Toro Rosso,11,19,0,Collision,103.0067073,8.046929415,4,MEDIUM,4,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,3,Chinese Grand Prix,China,HUL,Renault,8,20,0,Power Unit,104.37075,6.682029248,2,SOFT,2,19.32992126,0,45.98110236,3.315748031,27.33700787
2019,4,Azerbaijan Grand Prix,Azerbaijan,BOT,Mercedes,1,1,25,Finished,108.096902,6.439471824,1,SOFT,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,HAM,Mercedes,2,2,18,Finished,108.1267843,6.575798024,1,SOFT,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,VET,Ferrari,3,3,15,Finished,108.3270784,6.530933651,1,SOFT,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,VER,Red Bull Racing,4,4,12,Finished,108.439902,6.689397331,1,SOFT,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,LEC,Ferrari,8,5,11,Finished,109.4519412,6.836703063,2,MEDIUM,3,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,PER,Racing Point,5,6,8,Finished,109.5952549,6.348154862,1,SOFT,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,SAI,McLaren,9,7,6,Finished,109.740549,6.23830126,1,SOFT,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,NOR,McLaren,7,8,4,Finished,109.24402,4.916333628,2,SOFT,3,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,STR,Racing Point,13,9,2,Finished,110.1325098,6.449414437,1,SOFT,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,RAI,Alfa Romeo Racing,0,10,1,+1 Lap,110.564,6.578764337,1,SOFT,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,ALB,Toro Rosso,11,11,0,+1 Lap,110.61798,6.596421103,1,SOFT,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,GIO,Alfa Romeo Racing,17,12,0,+1 Lap,110.66784,6.742068832,1,SOFT,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,MAG,Haas F1 Team,12,13,0,+1 Lap,111.22322,7.338573754,2,SOFT,3,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,HUL,Renault,15,14,0,+1 Lap,111.7225,6.619045823,2,SOFT,3,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,RUS,Williams,16,15,0,+2 Laps,111.8895,4.987029671,2,MEDIUM,3,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,KUB,Williams,0,16,0,+2 Laps,113.4525306,6.722663383,3,MEDIUM,4,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,GAS,Red Bull Racing,0,17,0,Transmission,108.4507368,3.684277586,0,MEDIUM,1,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,GRO,Haas F1 Team,14,18,0,Brakes,112.3302895,6.349090767,2,MEDIUM,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,KVY,Toro Rosso,6,19,0,Collision,111.864697,7.22689897,2,SOFT,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,4,Azerbaijan Grand Prix,Azerbaijan,RIC,Renault,10,20,0,Collision,110.3986333,4.53700722,2,SOFT,2,19.76356589,0,51.40852713,1.249612403,39.65426357
2019,5,Spanish Grand Prix,Spain,HAM,Mercedes,2,1,26,Finished,86.07138462,13.62961643,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,BOT,Mercedes,1,2,18,Finished,87.18965152,14.51855306,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,VER,Red Bull Racing,4,3,15,Finished,87.24427273,13.72314987,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,VET,Ferrari,3,4,12,Finished,87.26681818,13.49400457,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,LEC,Ferrari,5,5,10,Finished,87.33036364,13.83261241,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,GAS,Red Bull Racing,6,6,8,Finished,87.4245303,13.31309986,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,MAG,Haas F1 Team,8,7,6,Finished,87.55457576,11.97743428,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,SAI,McLaren,12,8,4,Finished,87.61795455,10.96969888,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,KVY,Toro Rosso,9,9,2,Finished,87.62877273,12.63394091,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,GRO,Haas F1 Team,7,10,1,Finished,87.65278788,12.7671433,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,ALB,Toro Rosso,11,11,0,Finished,86.45247692,10.17405968,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,RIC,Renault,13,12,0,Finished,87.68486364,12.36506405,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,HUL,Renault,0,13,0,Finished,87.72248485,11.40104208,1,MEDIUM,2,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,RAI,Alfa Romeo Racing,14,14,0,Finished,87.76130303,11.10780569,2,MEDIUM,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,PER,Racing Point,15,15,0,Finished,87.83818182,11.84629579,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,GIO,Alfa Romeo Racing,18,16,0,Finished,87.85051515,7.904959468,2,SOFT,3,20.14772727,0,54.72424242,1.929545455,40.72727273
2019,5,Spanish Grand Prix,Spain,RUS,Williams,19,17,0,+1 Lap,89.38812308,10.69817072,2,MEDIUM,3,20.14772727,0,54.72424242,1.929545455,40.72727273
