Year,Round,GrandPrix,Country,Driver,Team,GridPosition,Position,Points,Status,MeanLapTime,StdLapTime,PitStops,FirstCompound,StintCount,AirTemp,Rainfall,Humidity,WindSpeed,TrackTemp
2021,12,Belgian Grand Prix,Belgium,VER,Red Bull Racing,1,1,12.5,Finished,207.071,,1,WET,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,RUS,Williams,2,2,9,Finished,209.066,,1,WET,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,HAM,Mercedes,3,3,7.5,Finished,209.672,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,RIC,McLaren,4,4,6,Finished,211.567,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,VET,Aston Martin,5,5,5,Finished,214.55,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,GAS,AlphaTauri,6,6,4,Finished,217.248,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,OCO,Alpine,8,7,3,Finished,218.65,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,LEC,Ferrari,9,8,2,Finished,219.679,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,LAT,Williams,10,9,1,Finished,222.556,,1,WET,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,SAI,Ferrari,11,10,0.5,Finished,223.237,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,ALO,Alpine,12,11,0,Finished,227.661,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,BOT,Mercedes,13,12,0,Finished,229.485,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,GIO,Alfa Romeo Racing,14,13,0,Finished,231.234,,1,WET,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,NOR,McLaren,15,14,0,Finished,234.181,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,TSU,AlphaTauri,16,15,0,Finished,235.4,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,MSC,Haas F1 Team,17,16,0,Finished,236.578,,1,WET,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,MAZ,Haas F1 Team,18,17,0,Finished,239.064,,1,WET,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,RAI,Alfa Romeo Racing,0,18,0,Finished,243.125,,1,WET,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,PER,Red Bull Racing,0,19,0,Finished,245.276,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,12,Belgian Grand Prix,Belgium,STR,Aston Martin,19,20,0,Finished,241.179,,1,UNKNOWN,1,13.01241379,0.84137931,96.43586207,0.51137931,15.25862069
2021,13,Dutch Grand Prix,Netherlands,VER,Red Bull Racing,1,1,25,Finished,75.07493056,3.027140683,2,SOFT,3,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,HAM,Mercedes,2,2,19,Finished,75.36565278,3.796122021,3,SOFT,4,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,BOT,Mercedes,3,3,15,Finished,75.85909722,3.430542072,2,SOFT,3,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,GAS,AlphaTauri,4,4,12,+1 Lap,76.29835211,2.280761916,1,SOFT,2,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,LEC,Ferrari,5,5,10,+1 Lap,76.36866197,2.546557558,1,SOFT,2,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,ALO,Alpine,9,6,8,+1 Lap,76.77273239,2.557897792,1,SOFT,2,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,SAI,Ferrari,6,7,6,+1 Lap,76.80135211,2.601493396,1,SOFT,2,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,PER,Red Bull Racing,0,8,4,+1 Lap,76.80956338,4.003777704,2,HARD,3,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,OCO,Alpine,8,9,2,+1 Lap,76.8234507,2.396534956,1,SOFT,2,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,NOR,McLaren,13,10,1,+1 Lap,76.8693662,2.932429438,1,MEDIUM,2,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,RIC,McLaren,10,11,0,+1 Lap,77.04678873,2.760560683,1,SOFT,2,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,STR,Aston Martin,12,12,0,+2 Laps,77.46738571,2.619583047,1,SOFT,2,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,VET,Aston Martin,15,13,0,+2 Laps,77.49915714,3.63076385,2,SOFT,3,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,GIO,Alfa Romeo Racing,7,14,0,+2 Laps,77.61674286,3.371550018,2,SOFT,3,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,KUB,Alfa Romeo Racing,16,15,0,+2 Laps,78.08361429,2.945502001,1,MEDIUM,2,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,LAT,Williams,0,16,0,+2 Laps,78.11064286,3.338610976,1,MEDIUM,2,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,RUS,Williams,11,17,0,Gearbox,78.19201449,6.245893735,3,MEDIUM,3,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,MSC,Haas F1 Team,17,18,0,+3 Laps,79.24921739,5.611397516,2,SOFT,3,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,TSU,AlphaTauri,14,19,0,Power Unit,78.264125,3.509868571,2,SOFT,2,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,13,Dutch Grand Prix,Netherlands,MAZ,Haas F1 Team,18,20,0,Hydraulics,79.20370732,3.471712267,2,MEDIUM,2,21.50443038,0,54.10822785,0.442405063,36.1056962
2021,14,Italian Grand Prix,Italy,RIC,McLaren,2,1,26,Finished,87.77742857,4.82274687,1,MEDIUM,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,NOR,McLaren,3,2,18,Finished,89.1795,9.598508397,1,MEDIUM,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,BOT,Mercedes,19,3,15,Finished,90.38331373,13.30344536,1,HARD,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,LEC,Ferrari,5,4,12,Finished,87.71097959,4.739385102,1,MEDIUM,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,PER,Red Bull Racing,8,5,10,Finished,90.14727451,13.12262904,1,MEDIUM,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,SAI,Ferrari,6,6,8,Finished,90.48729412,12.89595053,1,MEDIUM,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,STR,Aston Martin,9,7,6,Finished,90.61945098,11.72266522,1,MEDIUM,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,ALO,Alpine,10,8,4,Finished,90.67768627,11.63268481,1,MEDIUM,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,RUS,Williams,14,9,2,Finished,90.68282353,11.4455998,1,MEDIUM,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,OCO,Alpine,12,10,1,Finished,90.69015686,11.59580096,1,MEDIUM,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,LAT,Williams,13,11,0,Finished,90.77005882,10.37701899,1,MEDIUM,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,VET,Aston Martin,11,12,0,Finished,92.04692308,12.95791756,2,MEDIUM,3,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,GIO,Alfa Romeo Racing,7,13,0,Finished,92.10063462,13.55135744,2,MEDIUM,3,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,KUB,Alfa Romeo Racing,17,14,0,Finished,90.9187451,11.19997857,1,HARD,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,MSC,Haas F1 Team,18,15,0,Finished,92.55780769,11.14092777,1,MEDIUM,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,MAZ,Haas F1 Team,16,16,0,Power Unit,94.4724,12.41846017,3,MEDIUM,4,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,HAM,Mercedes,4,17,0,Collision,87.6894,3.824214309,1,HARD,1,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,VER,Red Bull Racing,1,18,0,Collision,88.54992,6.006601104,1,MEDIUM,2,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,GAS,AlphaTauri,0,19,0,Suspension,106.783,16.71167149,1,HARD,1,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,14,Italian Grand Prix,Italy,TSU,AlphaTauri,0,20,0,Brakes,,,0,MEDIUM,1,28.8852349,0,33.27583893,0.34295302,43.52751678
2021,15,Russian Grand Prix,Russia,HAM,Mercedes,4,1,25,Finished,102.6603962,6.171867428,2,MEDIUM,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,VER,Red Bull Racing,20,2,18,Finished,103.6655094,6.231579367,2,HARD,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,SAI,Ferrari,2,3,15,Finished,103.8391698,7.177193944,2,MEDIUM,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,RIC,McLaren,5,4,12,Finished,103.8982642,7.30201591,2,MEDIUM,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,BOT,Mercedes,16,5,10,Finished,103.9346038,5.616828678,2,HARD,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,ALO,Alpine,6,6,8,Finished,104.1947547,8.309454071,2,HARD,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,NOR,McLaren,1,7,7,Finished,102.6373846,6.790025199,2,MEDIUM,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,RAI,Alfa Romeo Racing,13,8,4,Finished,104.3387925,6.567737461,2,MEDIUM,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,PER,Red Bull Racing,8,9,2,Finished,104.3599434,9.181907453,2,HARD,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,RUS,Williams,3,10,1,Finished,104.5575849,7.047744141,2,MEDIUM,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,STR,Aston Martin,7,11,0,Finished,104.6641321,8.589054481,2,MEDIUM,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,VET,Aston Martin,10,12,0,+1 Lap,103.5817255,6.196859766,2,MEDIUM,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,GAS,AlphaTauri,11,13,0,+1 Lap,103.8432549,6.294922658,2,HARD,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,OCO,Alpine,9,14,0,+1 Lap,104.0241765,6.867536279,2,MEDIUM,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,LEC,Ferrari,19,15,0,+1 Lap,103.9087059,8.327953324,2,HARD,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,GIO,Alfa Romeo Racing,17,16,0,+1 Lap,104.925,7.879050458,2,HARD,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,TSU,AlphaTauri,12,17,0,+1 Lap,106.5863077,11.79389303,3,MEDIUM,4,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,MAZ,Haas F1 Team,15,18,0,+2 Laps,107.0004706,8.618002199,2,MEDIUM,3,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,LAT,Williams,18,19,0,Accident,103.4343404,6.407962124,2,MEDIUM,2,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,15,Russian Grand Prix,Russia,MSC,Haas F1 Team,14,20,0,Oil leak,104.4429688,4.397188445,2,MEDIUM,2,19.13860759,0.101265823,61.94746835,0.290506329,21.75696203
2021,16,Turkish Grand Prix,Turkey,BOT,Mercedes,1,1,26,Finished,94.20867241,2.765977441,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,VER,Red Bull Racing,2,2,18,Finished,94.46012069,2.380095635,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,PER,Red Bull Racing,6,3,15,Finished,94.78575862,2.595836878,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,LEC,Ferrari,3,4,12,Finished,94.86063793,2.830988995,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,HAM,Mercedes,11,5,10,Finished,94.92956897,2.653748822,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,GAS,AlphaTauri,4,6,8,Finished,94.97232759,3.395000103,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,NOR,McLaren,7,7,6,Finished,95.02268966,2.746761648,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,SAI,Ferrari,19,8,4,Finished,95.09705172,3.944890248,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,STR,Aston Martin,8,9,2,Finished,95.62277586,4.417246483,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,OCO,Alpine,12,10,1,+1 Lap,96.04977193,1.632392372,0,INTERMEDIATE,1,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,GIO,Alfa Romeo Racing,16,11,0,+1 Lap,96.06301754,2.949381918,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,RAI,Alfa Romeo Racing,17,12,0,+1 Lap,96.15131579,3.029111227,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,RIC,McLaren,20,13,0,+1 Lap,96.19603509,3.133148194,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,TSU,AlphaTauri,9,14,0,+1 Lap,96.28998246,3.426940298,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,RUS,Williams,13,15,0,+1 Lap,96.3547193,3.167150983,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,ALO,Alpine,5,16,0,+1 Lap,96.39663158,3.891120494,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,LAT,Williams,15,17,0,+1 Lap,96.49331579,4.224680293,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,VET,Aston Martin,10,18,0,+1 Lap,95.71278571,3.068928061,2,INTERMEDIATE,3,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,MSC,Haas F1 Team,14,19,0,+2 Laps,97.91766071,3.346353713,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,16,Turkish Grand Prix,Turkey,MAZ,Haas F1 Team,18,20,0,+2 Laps,98.34876786,3.310397515,1,INTERMEDIATE,2,15.82547771,0,93.52484076,0.486624204,18.18089172
2021,17,United States Grand Prix,United States,VER,Red Bull Racing,1,1,25,Finished,101.367,3.809369029,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,HAM,Mercedes,2,2,19,Finished,101.3908036,4.103043861,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,PER,Red Bull Racing,3,3,15,Finished,102.1209821,3.888840147,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,LEC,Ferrari,4,4,12,Finished,102.2999643,3.932138807,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,RIC,McLaren,6,5,10,Finished,102.7393929,3.944381093,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,BOT,Mercedes,9,6,8,Finished,102.7978571,4.215640766,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,SAI,Ferrari,5,7,6,Finished,102.858875,4.128114428,2,SOFT,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,NOR,McLaren,7,8,4,Finished,102.8740536,4.173429418,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,TSU,AlphaTauri,10,9,2,+1 Lap,103.8196545,4.253301098,2,SOFT,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,VET,Aston Martin,18,10,1,+1 Lap,103.8567091,4.370274348,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,GIO,Alfa Romeo Racing,12,11,0,+1 Lap,104.0293273,4.805958536,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,STR,Aston Martin,13,12,0,+1 Lap,104.2871455,4.062615466,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,RAI,Alfa Romeo Racing,15,13,0,+1 Lap,104.3489818,4.458838,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,RUS,Williams,20,14,0,+1 Lap,104.3954727,4.017120329,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,LAT,Williams,14,15,0,+1 Lap,104.9729091,5.306421516,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,MSC,Haas F1 Team,16,16,0,+2 Laps,105.2252593,4.305720583,2,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,MAZ,Haas F1 Team,17,17,0,+2 Laps,106.8456481,5.630393267,3,MEDIUM,4,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,ALO,Alpine,19,18,0,Rear wing,104.270898,4.820693252,4,MEDIUM,4,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,OCO,Alpine,11,19,0,Mechanical,106.166775,7.955337719,3,MEDIUM,3,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,17,United States Grand Prix,United States,GAS,AlphaTauri,8,20,0,Suspension,109.0744286,12.63159224,2,MEDIUM,2,28.1484472,0,61.19254658,0.854037267,37.47080745
2021,18,Mexico City Grand Prix,Mexico,VER,Red Bull Racing,3,1,25,Finished,83.36740845,10.22188048,1,MEDIUM,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,HAM,Mercedes,2,2,18,Finished,83.60057746,10.23165847,1,MEDIUM,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,PER,Red Bull Racing,4,3,15,Finished,83.61743662,10.20152398,1,MEDIUM,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,GAS,AlphaTauri,5,4,12,Finished,84.2666338,10.05674266,1,MEDIUM,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,LEC,Ferrari,8,5,10,Finished,84.50877465,10.00437767,1,MEDIUM,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,SAI,Ferrari,6,6,8,+1 Lap,84.59308571,10.11205299,1,MEDIUM,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,VET,Aston Martin,9,7,6,+1 Lap,84.70205714,10.07433661,1,MEDIUM,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,RAI,Alfa Romeo Racing,10,8,4,+1 Lap,84.77492857,10.16529791,1,MEDIUM,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,ALO,Alpine,12,9,2,+1 Lap,84.89678571,10.25735096,1,MEDIUM,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,NOR,McLaren,18,10,1,+1 Lap,84.93302857,10.46445228,1,MEDIUM,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,GIO,Alfa Romeo Racing,11,11,0,+1 Lap,85.42978571,9.912320015,1,MEDIUM,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,RIC,McLaren,7,12,0,+1 Lap,85.4425,10.62609781,2,MEDIUM,3,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,OCO,Alpine,19,13,0,+1 Lap,85.60655714,10.19974457,1,SOFT,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,STR,Aston Martin,20,14,0,+2 Laps,85.89908696,10.8123792,2,MEDIUM,3,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,BOT,Mercedes,1,15,0,+2 Laps,86.26114493,11.51145721,4,MEDIUM,5,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,RUS,Williams,16,16,0,+2 Laps,86.3462029,9.814548506,1,MEDIUM,2,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,LAT,Williams,13,17,0,+2 Laps,86.55617391,10.29189622,2,MEDIUM,3,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,MAZ,Haas F1 Team,15,18,0,+3 Laps,87.74122059,10.14437082,2,MEDIUM,3,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,MSC,Haas F1 Team,14,19,0,Collision,,,0,MEDIUM,1,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,18,Mexico City Grand Prix,Mexico,TSU,AlphaTauri,17,20,0,Collision,,,0,SOFT,1,21.20670732,0,31.21097561,0.366463415,47.57926829
2021,19,São Paulo Grand Prix,Brazil,HAM,Mercedes,10,1,25,Finished,78.06832394,13.01593147,4,MEDIUM,5,23.13734177,0,60.10126582,0.391772152,51.56139241
2021,19,São Paulo Grand Prix,Brazil,VER,Red Bull Racing,2,2,18,Finished,78.21615493,13.22237158,4,MEDIUM,5,23.13734177,0,60.10126582,0.391772152,51.56139241
2021,19,São Paulo Grand Prix,Brazil,BOT,Mercedes,1,3,15,Finished,78.25953521,12.85001851,4,MEDIUM,5,23.13734177,0,60.10126582,0.391772152,51.56139241
2021,19,São Paulo Grand Prix,Brazil,PER,Red Bull Racing,4,4,13,Finished,78.63085915,13.26437328,5,MEDIUM,6,23.13734177,0,60.10126582,0.391772152,51.56139241
2021,19,São Paulo Grand Prix,Brazil,LEC,Ferrari,6,5,10,Finished,78.76574648,12.63412257,4,MEDIUM,5,23.13734177,0,60.10126582,0.391772152,51.56139241
2021,19,São Paulo Grand Prix,Brazil,SAI,Ferrari,3,6,8,Finished,78.7981831,12.59411983,4,MEDIUM,5,23.13734177,0,60.10126582,0.391772152,51.56139241
2021,19,São Paulo Grand Prix,Brazil,GAS,AlphaTauri,7,7,6,+1 Lap,79.24347143,12.310846,4,MEDIUM,5,23.13734177,0,60.10126582,0.391772152,51.56139241
2021,19,São Paulo Grand Prix,Brazil,OCO,Alpine,8,8,4,+1 Lap,79.4767,12.04677021,3,MEDIUM,4,23.13734177,0,60.10126582,0.391772152,51.56139241
2021,19,São Paulo Grand Prix,Brazil,ALO,Alpine,12,9,2,+1 Lap,79.48371429,11.94893822,3,MEDIUM,4,23.13734177,0,60.10126582,0.391772152,51.56139241
2021,19,São Paulo Grand Prix,Brazil,NOR,McLaren,5,10,1,+1 Lap,79.52652857,10.13513255,5,MEDIUM,6,23.13734177,0,60.10126582,0.391772152,51.56139241
2021,19,São Paulo Grand Prix,Brazil,VET,Aston Martin,9,11,0,+1 Lap,79.54492857,12.36399741,4,MEDIUM,5,23.13734177,0,60.10126582,0.391772152,51.56139241
2021,19,São Paulo Grand Prix,Brazil,RAI,Alfa Romeo Racing,0,12,0,+1 Lap,79.6277,11.6867511,4,MEDIUM,5,23.13734177,0,60.10126582,0.391772152,51.56139241
